Brand,Model,Imagen,Contenido,Contenido1,Contenido2,Contenido10,Contenido11,Contenido12
 WHIRLPOOL , WCN 65 FLK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 67,2", kWh/año ,Ruido, 71, dB 
 WHIRLPOOL , WCN 65 FLX H2G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 67,2", kWh/año ,Ruido, 71, dB 
 WHIRLPOOL , WCN 65 FLX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 67,2", kWh/año ,Ruido, 71, dB 
 HOTPOINT/ARISTON , HHBS 9.8F LT X/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 52,8", kWh/año ,Ruido, 62, dB 
 FRANKE , 305.0665.392 FBFPBKMATTA70                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 57,6", kWh/año ,Ruido, 64, dB 
 FRANKE , 305.0665.365 FBFEBKMATTA70                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 63, dB 
 FRANKE , 305.0665.367 FBFEWHMATTA70                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 63, dB 
 FRANKE , 305.0665.361 FBFEXSA70                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 63, dB 
 FRANKE , 305.0665.364 FBFEBKMATTA52                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 FRANKE , 305.0665.391 FBFPBKMATTA52                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 66, dB 
 FRANKE , 305.0665.366 FBFEWHMATTA52                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 FRANKE , 305.0665.368 FBFPXSA52                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 66, dB 
 AMICA , FH 664 330 S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 56, kWh/año ,Ruido, 70, dB 
 FRANKE , 305.0665.369 FBFPXSA70                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 57,6", kWh/año ,Ruido, 64, dB 
 Electrolux , LFU326W 942150906 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 103,3", kWh/año ,Ruido, 73, dB 
 Electrolux , LFU327W 942150907 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 103,3", kWh/año ,Ruido, 73, dB 
 berbel Ablufttechnik GmbH , BKA 83 DLC E04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía, 52, kWh/año ,Ruido, 72, dB 
 CELLO , CPW583 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,6", kWh/año ,Ruido, 62, dB 
 CELLO , CPW584 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,6", kWh/año ,Ruido, 62, dB 
 Inventum , AKB6005RVS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 55,5", kWh/año ,Ruido, 69, dB 
 ELICA , E126XXI-003-001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía, 46, kWh/año ,Ruido, 64, dB 
 CELLO , CPW585 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 45,6", kWh/año ,Ruido, 62, dB 
 TURBOAIR , E023GII-009-006 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 75, kWh/año ,Ruido, 68, dB 
 Inventum , AKV6004ZWA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 58,6", kWh/año ,Ruido, 65, dB 
 TURBOAIR , E023GII-010-007 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 ELICA , E023GII-010-007 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Red.png,Consumo anual de energía," 68,5", kWh/año ,Ruido, 65, dB 
 Dellonda (EU) Ltd , DH128 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía, 54, kWh/año ,Ruido, 69, dB 
 berbel Ablufttechnik GmbH , BKA 83 DLCX E04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía, 52, kWh/año ,Ruido, 72, dB 
 FRANKE , 330.0657.270 FVASA80BK                                                                                                                                                                                   ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 43,5", kWh/año ,Ruido, 63, dB 
 GLOBALO , NEBIO 60.1 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png,Consumo anual de energía, 56, kWh/año ,Ruido, 61, dB 
 GLOBALO , STELARIO ISOLA 39.6 LIGHT GOLD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 67,9", kWh/año ,Ruido, 61, dB 
 GLOBALO , LONTIO 80.1 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,6", kWh/año ,Ruido, 60, dB 
 GLOBALO , HEKINO 39.1 LIGHT GOLD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,3", kWh/año ,Ruido, 63, dB 
 GLOBALO , SONTIO 60.3 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 53,8", kWh/año ,Ruido, 66, dB 
 GLOBALO , LONTIO 60.1 WHITE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 67,1", kWh/año ,Ruido, 59, dB 
 GLOBALO , VISIO 60.2 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 63,5", kWh/año ,Ruido, 56, dB 
 GLOBALO , ALARIO 60.2 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 58,6", kWh/año ,Ruido, 61, dB 
 GLOBALO , LONTIO 60.1 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 67,1", kWh/año ,Ruido, 59, dB 
 GLOBALO , LONTIO 80.1 WHITE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 62,6", kWh/año ,Ruido, 60, dB 
 GLOBALO , VISIO 90.2 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 63,9", kWh/año ,Ruido, 56, dB 
 GLOBALO , ALARIO 80.2 BLACK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 52,3", kWh/año ,Ruido, 58, dB 
 Faber , 305.0658.607 P2226                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 57,6", kWh/año ,Ruido, 64, dB 
 Siemens , EH875BE15E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EH675BE15E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EH601BE15E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Siemens , EH801BE15E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 61,8", kWh/año ,Ruido, 69, dB 
 Caple , TSCH901 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía, 32, kWh/año ,Ruido, 65, dB 
 AEG , DGK6281HM 942051441 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 39,1", kWh/año ,Ruido, 57, dB 
 AEG , DGK6681HM 942051439 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 39,1", kWh/año ,Ruido, 57, dB 
 AEG , DGK6981HM 942051440 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 39,1", kWh/año ,Ruido, 57, dB 
 Electrolux , LFG335S 942022665 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,4", kWh/año ,Ruido, 68, dB 
 Zanussi , ZFG315S 942022668 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,4", kWh/año ,Ruido, 68, dB 
 Electrolux , LFP325S 942022675 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , LFP326AS 942022682 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , LFP326FB 942022683 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , LFV439K 942051438 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 62, dB 
 AEG , DGB3523S 942022663 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,9", kWh/año ,Ruido, 63, dB 
 Electrolux , LFG235S 942022664 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,9", kWh/año ,Ruido, 63, dB 
 Faure , FFG325S 942022667 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,9", kWh/año ,Ruido, 63, dB 
 Zanussi , ZFG215S 942022669 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,9", kWh/año ,Ruido, 63, dB 
 AEG , DPB3632S 942022672 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , LFP326FW 942022684 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , EFV539K 942051449 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 62, dB 
 AEG , DPB3622S 942022671 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,6", kWh/año ,Ruido, 64, dB 
 Electrolux , LFP226S 942022673 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,6", kWh/año ,Ruido, 64, dB 
 Zanussi , ZFP216W 942022677 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,6", kWh/año ,Ruido, 64, dB 
 Zanussi , ZFP216S 942022679 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,6", kWh/año ,Ruido, 64, dB 
 Electrolux , LFP326AB 942022681 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Zanussi , ZFG215S 942022686 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,9", kWh/año ,Ruido, 63, dB 
 Electrolux , LFV436K 942051437 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 62, dB 
 Electrolux , EFV536K 942051448 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 104,1", kWh/año ,Ruido, 62, dB 
 Zanussi , ZFG317S 942022670 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,4", kWh/año ,Ruido, 68, dB 
 Electrolux , LFP326W 942022674 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 51,6", kWh/año ,Ruido, 64, dB 
 Faure , FFP426X 942022680 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Electrolux , LFG337S 942022666 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,4", kWh/año ,Ruido, 68, dB 
 Electrolux , LFP326S 942022676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Zanussi , ZFP316S 942022678 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 56,6", kWh/año ,Ruido, 69, dB 
 Haier , HATS9DS6BPLWI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 45,9", kWh/año ,Ruido, 63, dB 
 Siemens , LD98WMM60B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 37,8", kWh/año ,Ruido, 62, dB 
 Faber , 345.0655.178 P2254                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 55,8", kWh/año ,Ruido, 66, dB 
 Faber , 305.0665.353 P2222                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 Faber , 305.0658.608 P2225                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 70,2", kWh/año ,Ruido, 66, dB 
 Faber , 305.0665.355 P2222                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 74,9", kWh/año ,Ruido, 64, dB 
 FRANKE , 325.0655.097 FSMT905XSNGNP                                                                                                                                                                               ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,Consumo anual de energía," 53,3", kWh/año ,Ruido, 59, dB 
 Faber , 325.0615.651 P2383                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 86,6", kWh/año ,Ruido, 62, dB 
 EUROLUX BY FABER , 305.0616.540 P2392                                                                                                                                                                                       ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,Consumo anual de energía," 88,6", kWh/año ,Ruido, 63, dB 
 Haier , HADG9CS46BWIFIDE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía," 32,6", kWh/año ,Ruido, 63, dB 
 Haier , HADG6DS46BWIFIDE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png,Consumo anual de energía," 32,6", kWh/año ,Ruido, 63, dB 
 Electrolux , LFV719TK 942051454 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 39,9", kWh/año ,Ruido, 54, dB 
 Haier , HATS9DS46BWIFIDE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 45,9", kWh/año ,Ruido, 63, dB 
 Haier , HATS6DS46BWIFIDE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 45,9", kWh/año ,Ruido, 63, dB 
 Electrolux , LFP616K 942022662 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,3", kWh/año ,Ruido, 68, dB 
 Rosieres , RTSI9CBK5XWIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,Consumo anual de energía," 48,7", kWh/año ,Ruido, 66, dB 
 AEG , CCE84751FB 949597959 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
 Electrolux , KCC84450 949599195 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
 AEG , CDE84751FB 949597957 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
 AEG , CDE84751FB 949597958 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
 AEG , CCE84751FB 949597960 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
 Electrolux , KCD84453CK 949599232 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,Consumo anual de energía," 28,8", kWh/año ,Ruido, 64, dB 
