Type,Title,eclrow2,Content,eclrow5,Content6,Image
 Aereco SA , DXA EXCELLENCE/PREMIUM/EVOLUTION ,Annual Electricity Consumption," 1,2",Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Aereco SA , DXR REFERENCE ,Annual Electricity Consumption," 1,1",Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Aereco SA , DXA REFERENCE ,Annual Electricity Consumption," 1,2",Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Maico Italia S.p.A. , REC IN LINEA 220 EC - 1RC0319 ,Annual Electricity Consumption, 368,Maximum flow rate, 221,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 VORTICE  , 12202 VORT HYGRO ARIANT ES ,Annual Electricity Consumption, 92,Maximum flow rate, 325,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , MULTIBOX CONTROL HY - 2VM2055 ,Annual Electricity Consumption, 69,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , MULTIBOX CONTROL AQS - 2VM2056 ,Annual Electricity Consumption, 69,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC SMART 100/500 MHY - 2RC0141 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , MULTIBOX  EC CONTROL HY - 2VM2057 ,Annual Electricity Consumption, 59,Maximum flow rate, 422,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , MULTIBOX EC CONTROL AQS - 2VM2058 ,Annual Electricity Consumption, 59,Maximum flow rate, 422,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 LUNOS , e²60 ,Annual Electricity Consumption," 0,5",Maximum flow rate, 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 BSK Ventilation , BRHR-325 ,Annual Electricity Consumption, 161,Maximum flow rate, 500,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Titon , HRV1.6 Q+ Eco aura C (Filter Door) ,Annual Electricity Consumption," 1,9",Maximum flow rate, 359,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 VORTICE  , 12201 VORT ARIANT HCS  ,Annual Electricity Consumption, 161,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 VORTICE  , 12204 KIT VORT ARIANT HCS ,Annual Electricity Consumption, 161,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7738112800 ,Annual Electricity Consumption, 220,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Buderus , 7738112802 ,Annual Electricity Consumption, 220,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Bosch , 7738112927 ,Annual Electricity Consumption, 317,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7738100755 ,Annual Electricity Consumption, 344,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7738100756 ,Annual Electricity Consumption, 344,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7738112925 ,Annual Electricity Consumption, 317,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7738112926 ,Annual Electricity Consumption, 344,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7738112803 ,Annual Electricity Consumption, 204,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7738100823 ,Annual Electricity Consumption, 317,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7738100824 ,Annual Electricity Consumption, 317,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7738112801 ,Annual Electricity Consumption, 204,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Buderus , 7738112924 ,Annual Electricity Consumption, 344,Maximum flow rate, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ORCA , MAXI 350 ,Annual Electricity Consumption, 179,Maximum flow rate, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 ORCA , MIDI 270 ,Annual Electricity Consumption, 212,Maximum flow rate, 270,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Pluggit GmbH , ICV170 Touch ,Annual Electricity Consumption, 1,Maximum flow rate, 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Vents , DVUT 300 HB EC ,Annual Electricity Consumption, 187,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Vents , DVUE 300 HBE EC ,Annual Electricity Consumption, 187,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ALPHA INNOTEC , LG 375 ECO SU ,Annual Electricity Consumption, 263,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 NOVELAN , ZP 375 ECO SU ,Annual Electricity Consumption, 263,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 NOVELAN , ZP 375 ECO ,Annual Electricity Consumption, 263,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Vents , DVUE 300 HBE2 EC ,Annual Electricity Consumption, 187,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Vents , DVUE 300 HB EC ,Annual Electricity Consumption, 187,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Xpelair , Natural Air180 ,Annual Electricity Consumption," 2,6",Maximum flow rate, 225,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Mitsubishi Electric , VL-220CZGV-EF ,Annual Electricity Consumption, 3,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ALPHA INNOTEC , LG 375 ECO ,Annual Electricity Consumption, 263,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 UTEK , REVERSUS 3 BP EVO-PH SV ,Annual Electricity Consumption, 390,Maximum flow rate, 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Maico Italia S.p.A. , REC IN LINEA 180 AC - 1RC0312 ,Annual Electricity Consumption, 764,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 UTEK , REVERSUS-ENT 3 BP EVO-PH SV ,Annual Electricity Consumption, 392,Maximum flow rate, 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 UTEK , REVERSUS 2 BP CTR08-PH SV ,Annual Electricity Consumption, 579,Maximum flow rate, 454,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Domus Ventilation , CMX-MULTI ,Annual Electricity Consumption," 0,5",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , VEF - 1 88685 ,Annual Electricity Consumption, 71,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 UTEK , REVERSUS 3 BP CTR08-PH SV ,Annual Electricity Consumption, 427,Maximum flow rate, 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Maico Italia S.p.A , REC INLINEA 220 AC - 1RC0314 ,Annual Electricity Consumption, 708,Maximum flow rate, 194,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Xpelair , Xplus 2 EC RFH ,Annual Electricity Consumption," 0,4",Maximum flow rate, 303,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 UTEK , REVERSUS 2 BP EVO-PH SV ,Annual Electricity Consumption, 527,Maximum flow rate, 454,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MAO1 ,Annual Electricity Consumption, 105,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 Vents , 150 MAO1 ,Annual Electricity Consumption, 105,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png
 NIBE , ERS 30-400 ,Annual Electricity Consumption, 270,Maximum flow rate, 480,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 NIBE , ERS S10-400 G4/G4 ,Annual Electricity Consumption, 318,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 NIBE , ERS S10-400 F7/G4 ,Annual Electricity Consumption, 318,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 NIBE , ERS S10-400 F7/G4 + EAH ,Annual Electricity Consumption, 318,Maximum flow rate, 394,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , KVK Silent 200 ,Annual Electricity Consumption, 96,Maximum flow rate, 605,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Nuaire ltd , MRXBOXAB-ECO-LP2-OH ,Annual Electricity Consumption," 1,5",Maximum flow rate, 281,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Nuaire Ltd , MRXBOXAB-ECO-LP2 ,Annual Electricity Consumption," 1,5",Maximum flow rate, 281,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC SMART PLUS 100/600 RC - 2RC0900 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Slim 100 ,Annual Electricity Consumption," 151,3",Maximum flow rate, 223,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Vasco DX 4 - Vasco DX 4 , DX 4 ,Annual Electricity Consumption, 345,Maximum flow rate, 400,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , KVK Slim 125 EC ,Annual Electricity Consumption," 80,1",Maximum flow rate, 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Slim 200 EC ,Annual Electricity Consumption," 41,7",Maximum flow rate, 792,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Slim 125 ,Annual Electricity Consumption," 150,5",Maximum flow rate, 291,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Titon , HRV1.6 Q+ Eco aura C ,Annual Electricity Consumption," 1,9",Maximum flow rate, 359,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Systemair , KVK Slim 160 EC ,Annual Electricity Consumption," 72,2",Maximum flow rate, 461,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER W 350W art.nr.700124 CTRL 0.65 ,Annual Electricity Consumption, 226,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.65 ,Annual Electricity Consumption, 234,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Flexit , K2.1 REL W 350W art.nr.700126 ATRL 0.65 ,Annual Electricity Consumption, 234,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.65 ,Annual Electricity Consumption, 226,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.65 ,Annual Electricity Consumption, 234,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.65 ,Annual Electricity Consumption, 226,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.65 ,Annual Electricity Consumption, 226,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.65 ,Annual Electricity Consumption, 226,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Helios Ventilatoren GmbH + Co KG , ALB EC 250 EH  ,Annual Electricity Consumption," 0,5",Maximum flow rate, 864,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Helios Ventilatoren GmbH + Co KG , ALB EC 200 EH ,Annual Electricity Consumption," 0,6",Maximum flow rate, 612,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 RER W 350W art.nr.700124 CTRL 1.0 ,Annual Electricity Consumption, 431,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.95 ,Annual Electricity Consumption, 399,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 0.85 ,Annual Electricity Consumption, 338,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 1.0 ,Annual Electricity Consumption, 447,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.95 ,Annual Electricity Consumption, 414,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.95 ,Annual Electricity Consumption, 399,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 1.0 ,Annual Electricity Consumption, 447,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 REL W350W art.nr.700126 CTRL 0.95 ,Annual Electricity Consumption, 414,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 RER W 350W art.nr.700124 STRL 0.85 ,Annual Electricity Consumption, 338,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.85 ,Annual Electricity Consumption, 338,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.95 ,Annual Electricity Consumption, 399,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 REL W 350W art.nr.700126 CTRL 0.85 ,Annual Electricity Consumption, 351,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 RER W 350W art.nr.700124 CTRL 0.95 ,Annual Electricity Consumption, 399,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL. 1.0 ,Annual Electricity Consumption, 431,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.95 ,Annual Electricity Consumption, 414,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 0.85 ,Annual Electricity Consumption, 338,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Helios Ventilatoren GmbH + Co KG ,  ALB EC 125 EH ,Annual Electricity Consumption," 0,8",Maximum flow rate, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 REL W 350W Art.nr.700126 CTRL 1.0 ,Annual Electricity Consumption, 447,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 RER RF 350W art.nr.700123 CTRL 1.0 ,Annual Electricity Consumption, 431,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Flexit , K2.1 RER RF 350W art.nr.700123 CTRL 0.95 ,Annual Electricity Consumption, 399,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 350W art.nr.700122 CTRL 1.0 ,Annual Electricity Consumption, 431,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER RF 700W art.nr.700119 CTRL 0.85 ,Annual Electricity Consumption, 338,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL RF 700W art.nr.700118 CTRL 0.85 ,Annual Electricity Consumption, 351,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 REL W 700W art.nr.700116 CTRL 0.85 ,Annual Electricity Consumption, 351,Maximum flow rate, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 flexit , K2.1 RER W 700W art.nr.700114 CTRL 1.0 ,Annual Electricity Consumption, 431,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC Smart PLUS 100/500 TC - 2RC0601 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Dantherm A/S , HCV400 E1 ,Annual Electricity Consumption, 226,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC SMART 100/600 - 2RC0150 ,Annual Electricity Consumption, 477,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Slim 200 ,Annual Electricity Consumption," 97,7",Maximum flow rate, 644,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Systemair , KVK Slim 100 EC ,Annual Electricity Consumption," 67,9",Maximum flow rate, 264,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC DUO 100 - 2RC1102 ,Annual Electricity Consumption, 145,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC DUO 100 MHY - 2RC1202 ,Annual Electricity Consumption, 97,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , REC SMART 100/400 MHY - 2RC0131 ,Annual Electricity Consumption, 263,Maximum flow rate, 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Silent 125 ,Annual Electricity Consumption," 85,6",Maximum flow rate, 224,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Helios Ventilatoren GmbH + Co KG ,  KWL EC 170 W ,Annual Electricity Consumption," 2,5",Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Helios Ventilatoren GmbH + Co KG , KWL EC 170 W ET  ,Annual Electricity Consumption," 2,9",Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , KVK Silent 125 EC ,Annual Electricity Consumption," 65,3",Maximum flow rate, 347,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Systemair , KVK Silent 160 EC ,Annual Electricity Consumption, 42,Maximum flow rate, 475,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Enervent Zehnder , Pinion (LDC) ,Annual Electricity Consumption, 260,Maximum flow rate, 241,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Enervent Zehnder , Pinion (CDC) ,Annual Electricity Consumption, 443,Maximum flow rate, 241,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Enervent Zehnder , Pinion (CLC) ,Annual Electricity Consumption, 554,Maximum flow rate, 241,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Enervent Zehnder , Pinion (MAN) ,Annual Electricity Consumption, 614,Maximum flow rate, 241,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Systemair , KVK Slim 160 ,Annual Electricity Consumption," 172,4",Maximum flow rate, 427,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Systemair , KVK Silent 160 ,Annual Electricity Consumption," 96,1",Maximum flow rate, 475,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 VORTICE  , 12163 HRI MINI  ,Annual Electricity Consumption, 310,Maximum flow rate, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 EnviroVent , energiSava 325 ,Annual Electricity Consumption, 3,Maximum flow rate, 334,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Systemair , KVK Silent 200 EC ,Annual Electricity Consumption," 43,8",Maximum flow rate, 774,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG350 ,Annual Electricity Consumption," 1,5",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG350AF ,Annual Electricity Consumption," 0,9",Maximum flow rate, 350,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG450 ,Annual Electricity Consumption," 1,7",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 J.Pichler Gesellschaft.m.b.H. , LG450F ,Annual Electricity Consumption," 1,1",Maximum flow rate, 450,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 UTEK , MICRO-REV BP EVO-PH SV ,Annual Electricity Consumption, 390,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 UTEK , MICRO-REV BP CTR08-PH SV ,Annual Electricity Consumption, 430,Maximum flow rate, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 UTEK , MICRO-REV ENT BP EVO-PH SV ,Annual Electricity Consumption, 398,Maximum flow rate, 220,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 UTEK , MICRO-REV ENT BP CTR08-PH SV ,Annual Electricity Consumption, 436,Maximum flow rate, 220,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELICENT , REC DUO 100 MHY - 2RC1200 ,Annual Electricity Consumption, 97,Maximum flow rate, 28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Maico Italia S.p.A , REC IN LINEA 180 EC PLUS TC - 1RC0323 ,Annual Electricity Consumption, 305,Maximum flow rate, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 HOPPER , HOPPER D525 ,Annual Electricity Consumption," 11,4",Maximum flow rate, 570,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 EnviroVent , energiSava 500 ,Annual Electricity Consumption," 3,4",Maximum flow rate, 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Titon , HRV20 Q+ Eco HMB ,Annual Electricity Consumption," 2,6",Maximum flow rate, 700,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Titon , HRV20 Q+ Eco aura ,Annual Electricity Consumption," 1,7",Maximum flow rate, 700,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELICENT , MICROBOX CONTROL+HY 80/125 - 2MB0659 ,Annual Electricity Consumption, 100,Maximum flow rate, 182,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX Control+HY 80/125 - 2MB0663 ,Annual Electricity Consumption, 79,Maximum flow rate, 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX EC CTRL+AQS 3X80/125 - 2MB0666 ,Annual Electricity Consumption, 79,Maximum flow rate, 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX EC CTRL+AQS 80/125 - 2MB0664 ,Annual Electricity Consumption, 79,Maximum flow rate, 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX CONTROL+AQS 80/125 -  2MB0660 ,Annual Electricity Consumption, 100,Maximum flow rate, 182,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX EC CTRL+HY 3X80/125 - 2MB0665 ,Annual Electricity Consumption, 79,Maximum flow rate, 316,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX CONTROL+HY 3X80/125 - 2MB0661 ,Annual Electricity Consumption, 100,Maximum flow rate, 182,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELICENT , MICROBOX CONTROL+AQS 3X80/125 - 2MB0662 ,Annual Electricity Consumption, 100,Maximum flow rate, 182,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
