Type,Title,eclrow15,Content16,eclrow11,Content12,Image
 Bristan , JOYTHCKH95 W ,Annual fuel consumption, 2,Annual electricity consumption , 485,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Ecoshield , SHW61-325CE ,Annual fuel consumption, 26,Annual electricity consumption , 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 EcoShield , SHW35-245CE ,Annual fuel consumption, 25,Annual electricity consumption , 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Ecoshield , SHW46-325CE ,Annual fuel consumption, 26,Annual electricity consumption , 84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chaffoteaux , FLUENDO AVENIR OUTDOOR 11 NG EU 3632261 ,Annual fuel consumption, 6,Annual electricity consumption , 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ARISTON , NEXT OUTDOOR 11 LPG EU 3632256 ,Annual fuel consumption, 6,Annual electricity consumption , 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 11 LPG EU 3632220 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , BLU CONTROL 11 NG EU 3632200 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT C 11 NG PIB-BE EU 3632196 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , BLU CONTROL 11 LPG EU 3632201 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT B 11 NG EU 3632215 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 11 NG PIB-BE EU 3632193 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT B 11 LPG PIB-BE EU 3632188 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT B 11 LPG EU 3632214 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 11 NG EU 3632221 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT B 11 NG PIB-BE EU 3632189 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ARISTON , FAST EVO ONT C 11 LPG PIB-BE EU 3632197 ,Annual fuel consumption, 7,Annual electricity consumption , 2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 16 NG EU 3632225 ,Annual fuel consumption, 20,Annual electricity consumption , 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 16 LPG EU 3632224 ,Annual fuel consumption, 20,Annual electricity consumption , 7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , FAST EVO ONT B 14 NG EU 3632217 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 14 LPG EU 3632222 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BLU CONTROL 14 NG EU 3632202 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BLU CONTROL 14 LPG EU 3632203 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , FLUENDO PLUS ONT B 14 NG EU 3632223 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , FAST EVO ONT B 14 LPG EU 3632216 ,Annual fuel consumption, 13,Annual electricity consumption , 3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tecalor , TTA 300 electronic SOL ,Annual electricity consumption , 1 166,Water heating energy efficiency, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Tecalor , TTA 221 electronic ,Annual electricity consumption , 751,Water heating energy efficiency, 136,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Tecalor , TTA 301 electronic SOL ,Annual electricity consumption , 1 085,Water heating energy efficiency, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 Tecalor , TTA 301 electronic ,Annual electricity consumption , 1 090,Water heating energy efficiency, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
  KOSPEL sp. z o.o. , POC.D-5/600 ,Annual fuel consumption, -,Annual electricity consumption , 524,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Saniself , 1500-16904 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Wolf GmbH , SWP-260 ,Annual fuel consumption, -,Annual electricity consumption , 1 146,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Saniself , 1500-17904 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Dimplex , DHWE 50S ,Annual fuel consumption, -,Annual electricity consumption , 1 257,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Dimplex , DHWE 51SZ ,Annual fuel consumption, -,Annual electricity consumption , 1 257,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Dimplex , DHWE 81SZ ,Annual fuel consumption, -,Annual electricity consumption , 1 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AEG , DEM 30 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 519,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Dimplex , DHWE 80S ,Annual fuel consumption, -,Annual electricity consumption , 1 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Dimplex , DHWE 100 S ,Annual fuel consumption, -,Annual electricity consumption , 2 687,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG , DEM 100 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 2 670,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AEG , DEM 150 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 2 707,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AEG Haustechnik , DEM 120 Basis variowall ,Annual fuel consumption, -,Annual electricity consumption , 2 701,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG , DEM 120 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 2 701,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AEG Haustechnik , DEM 100 Basis variowall ,Annual fuel consumption, -,Annual electricity consumption , 2 670,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Dimplex , DHWE 101SZ ,Annual fuel consumption, -,Annual electricity consumption , 2 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG , DEM 50 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 1 365,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AEG , DEM 80 Basis Variowall ,Annual fuel consumption, -,Annual electricity consumption , 1 348,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 AEG Haustechnik , DEM 80 Basis variowall ,Annual fuel consumption, -,Annual electricity consumption , 1 348,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 50 EASY ,Annual fuel consumption, -,Annual electricity consumption , 1 386,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 80 EASY ,Annual fuel consumption, -,Annual electricity consumption , 1 412,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 120 EASY ,Annual fuel consumption, -,Annual electricity consumption , 2 723,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 150 EASY ,Annual fuel consumption, -,Annual electricity consumption , 2 763,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 200 EASY ,Annual fuel consumption, -,Annual electricity consumption , 4 367,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 30 EASY ,Annual fuel consumption, -,Annual electricity consumption , 544,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 AEG Haustechnik , DEM 100 EASY ,Annual fuel consumption, -,Annual electricity consumption , 2 716,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 851188 ,Annual fuel consumption, -,Annual electricity consumption , 1 404,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE 100 - SMART ,Annual fuel consumption, -,Annual electricity consumption , 1 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELDOM , 72280HXBR ,Annual fuel consumption, -,Annual electricity consumption , 2 744,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Neckar , 7736502830 ,Annual fuel consumption, 7,Annual electricity consumption , 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Neckar , 7736502793 ,Annual fuel consumption, 7,Annual electricity consumption , -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736502746 ,Annual fuel consumption, 6,Annual electricity consumption , 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Neckar , 7736502829 ,Annual fuel consumption, 7,Annual electricity consumption , 5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE 80 - SMART ,Annual fuel consumption, -,Annual electricity consumption , 1 203,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE 125 - SMART ,Annual fuel consumption, -,Annual electricity consumption , 1 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKHE 160 - SMART ,Annual fuel consumption, -,Annual electricity consumption , 2 487,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Q-termo , AQUA 200 ,Annual fuel consumption, -,Annual electricity consumption , 2 506,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Bulex , SDN 100 V ,Annual fuel consumption, -,Annual electricity consumption , 2 801,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Bulex , SDN 150 V ,Annual fuel consumption, -,Annual electricity consumption , 2 814,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Bulex , SDN 200 V ,Annual fuel consumption, -,Annual electricity consumption , 2 902,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 AEG , WPT 300 EL plus ,Annual electricity consumption , 1 166,Water heating energy efficiency, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 tecalor , TTA 300 electronic SOL ,Annual electricity consumption , 1 166,Water heating energy efficiency, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 tecalor , TTA 301 electronic SOL ,Annual electricity consumption , 1 085,Water heating energy efficiency, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 AEG Haustechnik , WPT 300 EL plus ,Annual electricity consumption , 1 166,Water heating energy efficiency, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 tecalor , TTA 221 electronic ,Annual electricity consumption , 751,Water heating energy efficiency, 136,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 tecalor , TTA 301 electronic ,Annual electricity consumption , 1 090,Water heating energy efficiency, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 THERMOR , 221089 ,Annual fuel consumption, -,Annual electricity consumption , 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 THERMOR , 231034 ,Annual fuel consumption, -,Annual electricity consumption , 542,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Junkers , 7736502411 ,Annual fuel consumption, 6,Annual electricity consumption , 15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Junkers , 7736502412 ,Annual fuel consumption, 6,Annual electricity consumption , 16,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Bosch , 7736502060 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736502061 ,Annual fuel consumption, -,Annual electricity consumption , 617,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736502058 ,Annual fuel consumption, -,Annual electricity consumption , 617,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736502059 ,Annual fuel consumption, -,Annual electricity consumption , 641,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-LightOrange.png
 ATLANTIC , 233525 ,Annual electricity consumption , 856,Water heating energy efficiency, 120,https://eprel.ec.europa.eu/assets/images/label/thumbnails/undefined
 Electrolux , GYB00416ST 945115305 ,Annual fuel consumption, -,Annual electricity consumption , 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Electrolux , GYB00416DT 945115313 ,Annual fuel consumption, -,Annual electricity consumption , 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Electrolux , GYB00416UT 945115307 ,Annual fuel consumption, -,Annual electricity consumption , 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Electrolux , GYB00816ST 945115306 ,Annual fuel consumption, -,Annual electricity consumption , 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Electrolux , GYB00816UT 945115308 ,Annual fuel consumption, -,Annual electricity consumption , 534,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 THERMOR , 221090 ,Annual fuel consumption, -,Annual electricity consumption , 553,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 THERMOR , 261111 ,Annual fuel consumption, -,Annual electricity consumption , 2 778,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 251104 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 241080 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 253025 ,Annual fuel consumption, -,Annual electricity consumption , 1 418,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 263088 ,Annual fuel consumption, -,Annual electricity consumption , 2 738,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 231035 ,Annual fuel consumption, -,Annual electricity consumption , 576,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 243006 ,Annual fuel consumption, -,Annual electricity consumption , 1 425,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Gainsborough Showers , E50.8521 E50 ELECTRIC 8.5kW - White/Chrome ,Annual fuel consumption, 1,Annual electricity consumption , 495,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLAGE , 1500-160063 ,Annual fuel consumption, -,Annual electricity consumption , 480,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLAGE , 1500-160043 ,Annual fuel consumption, -,Annual electricity consumption , 477,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLAGE , 3200-34233 ,Annual fuel consumption, -,Annual electricity consumption , 470,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 KOSPEL S.A. ," EPS2 - 4,4 Twister ",Annual fuel consumption, -,Annual electricity consumption , 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 KOSPEL S.A. ," EPS2 - 5,5R Twister ",Annual fuel consumption, 2,Annual electricity consumption , 469,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 KOSPEL S.A. ," EPS2.P - 4,4 Prister ",Annual fuel consumption, -,Annual electricity consumption , 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 KOSPEL S.A. ," EPS2 - 3,5 Twister ",Annual fuel consumption, -,Annual electricity consumption , 464,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 KOSPEL S.A. ," EPS2.P - 5,5 Prister ",Annual fuel consumption, -,Annual electricity consumption , 469,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ATLANTIC , 053005 ,Annual fuel consumption, -,Annual electricity consumption , 1 373,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 JÄSPI ," VLM-300 S      3,0 KW HAPOTETT R0 ",Annual fuel consumption, -,Annual electricity consumption , 4 344,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , ESH 5 O-N Trend ,Annual fuel consumption, -,Annual electricity consumption , 494,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 STIEBEL ELTRON , SHC 15 GB Eltron ,Annual fuel consumption, -,Annual electricity consumption , 516,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 STIEBEL ELTRON , HFA-Z 30 ,Annual fuel consumption, -,Annual electricity consumption , 518,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 STIEBEL ELTRON ," SH 100 A UNI 3,9 230/400 ",Annual fuel consumption, -,Annual electricity consumption , 2 716,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON ," SH 120 A UNI 3,9 230/400 ",Annual fuel consumption, -,Annual electricity consumption , 2 679,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON ," SH 150 A 3,0 230 ",Annual fuel consumption, -,Annual electricity consumption , 2 752,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , HFA-Z 100 ,Annual fuel consumption, -,Annual electricity consumption , 2 716,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON ," SH 150 A UNI 3,9 230/400 ",Annual fuel consumption, -,Annual electricity consumption , 2 752,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , HFA-Z 150 ,Annual fuel consumption, -,Annual electricity consumption , 2 752,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SH 100 S ,Annual fuel consumption, -,Annual electricity consumption , 2 666,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , HFA-Z 80 ,Annual fuel consumption, -,Annual electricity consumption , 1 410,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , WWK 222 H ,Annual electricity consumption , 837,Water heating energy efficiency, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 STIEBEL ELTRON , WWK 222 ,Annual electricity consumption , 837,Water heating energy efficiency, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png
 De Dietrich , 89599002 - CEE 10 L    ,Annual fuel consumption, -,Annual electricity consumption , 526,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ATLANTIC , 821351 ,Annual fuel consumption, -,Annual electricity consumption , 525,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ATLANTIC , 821353 ,Annual fuel consumption, -,Annual electricity consumption , 521,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 GREE , GRS-2.4/D270ANbA-K ,Annual electricity consumption , 1 594,Water heating energy efficiency, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 CLAGE , 1500-17203 ,Annual fuel consumption, -,Annual electricity consumption , 476,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 De Dietrich , 89599012 - CEE 15 L  ,Annual fuel consumption, -,Annual electricity consumption , 556,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ATLANTIC , 821352 ,Annual fuel consumption, -,Annual electricity consumption , 552,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 De Dietrich , 89599003 - CEE 10 L S/E  ,Annual fuel consumption, -,Annual electricity consumption , 552,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 De Dietrich , 89599013 - CEE 15 L S/E  ,Annual fuel consumption, -,Annual electricity consumption , 566,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 De Dietrich , 100010306 - CES MV 200 L ,Annual fuel consumption, -,Annual electricity consumption , 2 656,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100019782 - Cor Email THS MV 50 L ,Annual fuel consumption, -,Annual electricity consumption , 1 351,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 89599021 - CEE 30 L ,Annual fuel consumption, -,Annual electricity consumption , 573,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100019783 - Cor Email THS MV 75 L ,Annual fuel consumption, -,Annual electricity consumption , 1 405,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 89789631 - CEB MV 50 L ,Annual fuel consumption, -,Annual electricity consumption , 1 371,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605044 - Cor Email THS S/S 300 L ,Annual fuel consumption, -,Annual electricity consumption , 2 674,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605045 - Cor Email THS MHZ 100 L ,Annual fuel consumption, -,Annual electricity consumption , 2 628,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 831155 ,Annual fuel consumption, -,Annual electricity consumption , 553,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100010304 - CES MV 100 L ,Annual fuel consumption, -,Annual electricity consumption , 2 687,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100010305 - CES MV 150 L ,Annual fuel consumption, -,Annual electricity consumption , 1 419,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100019785 - Cor Email THS MV 150 L ,Annual fuel consumption, -,Annual electricity consumption , 1 415,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605040 - Cor Email THS S/S 150 L ,Annual fuel consumption, -,Annual electricity consumption , 1 375,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605042 - Cor Email THS S/S 200 L ,Annual fuel consumption, -,Annual electricity consumption , 1 417,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605046 - Cor Email THS MHZ 150 L ,Annual fuel consumption, -,Annual electricity consumption , 2 631,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100019784 - Cor Email THS MV 100 L ,Annual fuel consumption, -,Annual electricity consumption , 2 687,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 100019786 - Cor Email THS MV 200 L ,Annual fuel consumption, -,Annual electricity consumption , 2 656,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 De Dietrich , 7605043 - Cor Email THS S/S 250 L ,Annual fuel consumption, -,Annual electricity consumption , 2 672,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 De Dietrich , 7605047 - Cor Email THS MHZ 200 L ,Annual fuel consumption, -,Annual electricity consumption , 2 674,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 THERMOR , 251175 ,Annual fuel consumption, -,Annual electricity consumption , 1 423,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 350004 ,Annual electricity consumption , 760,Water heating energy efficiency, 141,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ATLANTIC , 350005 ,Annual electricity consumption , 775,Water heating energy efficiency, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Bosch , 7736502967 ,Annual fuel consumption, -,Annual electricity consumption , 561,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736502969 ,Annual fuel consumption, -,Annual electricity consumption , 617,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736502966 ,Annual fuel consumption, -,Annual electricity consumption , 617,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
