Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 Ravelli , Vela 11 N ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Futura 11 V ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , Infinity Plus 11 V ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , R-Evolution 11 N G ,Direct heat output," 10,2",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 5kW (PO03-11-1) RLA ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 6kW (PO03-11-1) RLA ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg H10 6kW (PO03-11) RLA ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 6kW (PO03-11-1) RLU ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg H10 8kW (PO03-11) RLU ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 5kW (PO03-11-1) RLU ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 8kW (PO03-11-1) RLA ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , soleo.nrg V12 8kW (PO03-11-1) RLU ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , ROSA SINISTRA REVERSE PIETRA NATURALE ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , ROSA SINISTRA REVERSE LIBERTY PERGAMENA ANTICO ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 La Nordica , ROSA SINISTRA REVERSE LIBERTY BORDEAUX ,Direct heat output," 8,2",Indirect heat output, -,Energy Efficiency Index, 115,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BRISACH , ID K 70 T ,Direct heat output," 12,7",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PALAZZETTI , MARIANNE 6 ,Direct heat output," 6,1",Indirect heat output, -,Energy Efficiency Index, 130,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L-55 (ab 07.2018) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L-55h (ab 07.2018) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , DI LUSSO R6 CUBE ,Direct heat output," 4,9",Indirect heat output, 49,Energy Efficiency Index, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , DI LUSSO R5 EURO ,Direct heat output," 4,9",Indirect heat output," 4,9",Energy Efficiency Index, 79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2R-55 (ab 07.2018) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2R-55h (ab 07.2018) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Solzaima , Douro 12 kW ,Direct heat output," 12,5",Indirect heat output," 10,3",Energy Efficiency Index, 133,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 FogoMontanha , T400 ,Direct heat output," 9,6",Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Everest ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 FogoMontanha , T300 ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Nevada 8 kW ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Pico 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , Fuji 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Solzaima , K2 8 kW ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Gazco , 515-278BE ,Direct heat output," 5,4",Indirect heat output, -,Energy Efficiency Index, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Qlima , Diandra 60 S-Line ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Qlima , Donata 161 Hydro S-Line ,Direct heat output," 18,5",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Fiorina 103 S-Line ,Direct heat output," 11,1",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Fiorina 90 S-Line ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , PERLA 514S ,Direct heat output," 5,7",Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima ,  Viola 85-2 S-line (100054) ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Schiedel , Sirius 1 ,Direct heat output," 5,4",Indirect heat output, -,Energy Efficiency Index, 112,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Schiedel , Celsius ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , Porto (K280A) (raumluftabhängig) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Rosada 103 M-Line ,Direct heat output," 11,1",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Ronda 100-2 S-Line ,Direct heat output," 8,7",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima ,  Viola 100-2 S-line (100055) ,Direct heat output," 9,8",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tectro ,  TBH 570-3 (100034) ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Stover ,  Stover 270-3 (100048) ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Schiedel , Perfect Fire Nordic ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Panadero , JADE Ecodesign ,Direct heat output," 7,1",Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Henley Stoves , Sherwood 5 ,Direct heat output, 5,Indirect heat output, 5,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Donata 194 Hydro S-Line ,Direct heat output," 23,2",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tectro , TBH 565 ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Fiorina 90-2 S-Line ,Direct heat output," 8,7",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima ,  Eleonora 74-2 S-Line (101192) ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima ,  Ronda 80-2 S-Line (100042) ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Stanley , Solis Inset 900 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , Porto largo (K280A) (raumluftabhängig) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Eurostove , Eurostove 74 S-Line ,Direct heat output," 7,4",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Diandra 90 S-Line ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 122,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Eleonora 74 S-Line ,Direct heat output," 7,4",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Fiorina II 103 S-Line ,Direct heat output," 11,1",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tectro , TBH 558 ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Tectro ,  TBH 565-2 (102042) ,Direct heat output," 6,3",Indirect heat output, -,Energy Efficiency Index, 129,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Eurostove ,  Eurostove 74-2 S-Line (100040) ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Schiedel , Sirius 3 ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , Porto (K280A) (raumluftunabhängig) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , Porto largo (K280A) (raumluftunabhängig) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Diandra 50 S-Line ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 123,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Donata 124 Hydro S-Line ,Direct heat output," 14,3",Indirect heat output, -,Energy Efficiency Index, 125,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Fiorina 74 S-Line ,Direct heat output," 7,4",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Ronda 100 S-Line ,Direct heat output," 8,7",Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Ronda 80 S-Line ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Lindara 100 S-Line ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima , Lindara 60 S-Line ,Direct heat output," 6,5",Indirect heat output, -,Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LINCAR , WINDY CANALIZZATA CERAMICA ,Direct heat output," 11,6",Indirect heat output, -,Energy Efficiency Index, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Qlima ,  Fiorina 74-2 S-Line (100056) ,Direct heat output," 7,8",Indirect heat output, -,Energy Efficiency Index, 126,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Schiedel , Sirius 3G ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Gazco , 191-010FR ,Direct heat output," 8,7",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Gazco , 191-438FR ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 123-024 ,Direct heat output," 5,2",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 123-043 ,Direct heat output," 8,4",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 123-666 ,Direct heat output," 8,9",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 123-024FR ,Direct heat output," 5,2",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 191-082FR ,Direct heat output," 8,3",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 191-094 ,Direct heat output," 8,3",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 191-106FR ,Direct heat output," 8,3",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 191-490FR ,Direct heat output," 8,3",Indirect heat output, -,Energy Efficiency Index, 89,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-013BE ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-216BE ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-216FR ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-300 ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-676 ,Direct heat output," 4,3",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 563-676FR ,Direct heat output," 4,3",Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-249BE ,Direct heat output," 4,9",Indirect heat output, -,Energy Efficiency Index, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-401BE ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-401FR ,Direct heat output," 4,8",Indirect heat output, -,Energy Efficiency Index, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-033 ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 GAZCO , 134-047FR ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
