Type,Title,eclrow,Content,eclrow3,eclrow4,eclrow5,Content6,Image
 Aduro , Aduro 12 serie ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Aduro , Aduro 13 serie ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 110,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Wodtke GmbH , Lucky (K100A) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Wodtke GmbH , New Look FS12 (KK61-1) (raumluftabhängig) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Wodtke GmbH , New Look F9 (KK61) (raumluftabhängig) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Wodtke GmbH , New Look F9 (KK61) (raumluftunabhängig) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Wodtke GmbH , New Look FS12 (KK61-1) (raumluftunabhängig) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Wodtke GmbH , Centro (K120A) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 250CB(S) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , Vintage 50 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , 40CB ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , Astroline 1 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , Vintage 30 ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , Vintage 35 ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 109,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Dovre N.V. , 2400 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 100,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 425CB ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 500GH ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2175CBS ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 510GH ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 760CB ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 104,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , Astro 4CB ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , Astro 4MF ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2000CB ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2575CBS3 ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 350CB(3) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 102,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 425CBN ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 550CBN ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2575CBS1 ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 550CB ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 105,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 640GM ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2175CBS3 ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 2576CBS(C) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Dovre N.V. , 360CB(3) ,Direct heat output, 8,Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Freiburg ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Salzburg (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Oldenburg (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Belfort L ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Belfort XL ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Petersburg (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Luxemburg ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Straßburg (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Angel Falls (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Belfort S ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Belfort XS ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Magdeburg (ab Seriennummer 4xxxxx) ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Max Blank GmbH , Neuburg ,Direct heat output," 6,7",Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 THERMOROSSI S.P.A. , INSERT LINE 490 ,Direct heat output," 8,5",Indirect heat output, -,Energy Efficiency Index, 118,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH ," Varia A-FDh H2O 15,0 kW - A1 ",Direct heat output, 6,Indirect heat output, 9,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Bernhard Kaschütz GmbH , Eurotherm 8/D EV mit 2 Nachheizkästen ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PALAZZETTI , ECOFIRE CRISTINA IDRO 15 KW ,Direct heat output," 1,3",Indirect heat output," 14,1",Energy Efficiency Index, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-DarkGreen.png
 Ravelli , HR100 OLD ,Direct heat output," 4,1",Indirect heat output," 10,2",Energy Efficiency Index, 128,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Ravelli , HRV120 OLD ,Direct heat output," 4,2",Indirect heat output," 9,6",Energy Efficiency Index, 127,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Ah X - A1 (07.2012) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Ah - A (07.2012) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Ah - A1 (07.2012) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Ah X - A (07.2012) ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 TMC , IDRO 216 A ,Direct heat output, 16,Indirect heat output, 12,Energy Efficiency Index, 124,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 HUNTER STOVES GROUP , SKAGEN 6 ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , SONDERSKOVEN INSET 5 ,Direct heat output," 6,9",Indirect heat output, -,Energy Efficiency Index, 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HUNTER STOVES GROUP , SONDERSKOVEN INSET 8 ,Direct heat output," 6,9",Indirect heat output, -,Energy Efficiency Index, 75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Bernhard Kaschütz GmbH , Eurotherm 10/D EV mit 2 Nachheizkästen ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Olsberg GmbH - Olsberg , Tolima Aqua Compact RLU (8 kW) ,Direct heat output, 2,Indirect heat output," 5,8",Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Olsberg GmbH - Olsberg , Tolima Aqua Compact RLU (10 kW) ,Direct heat output, 3,Indirect heat output, 7,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Austroflamm GmbH , 80 x 64 SII ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Austroflamm GmbH , 80 x 64 S ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 ARKO XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 STEEL XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 VIDEO XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 ALPINA XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 EVOCA XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 FILO XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 LUCE XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 RONDE XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 COUNTRY XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 EXPO XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 ICONA XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 LINEA PELLET XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 RING XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 TILE XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 CLASSIC XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 DUAL XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 IRON XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 NEW LINEA XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 NOIR XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 TOP XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 TOUR XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 VISUAL XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 CAMINETTI MONTEGRAPPA , LW 20 LIFE XW ,Direct heat output, 16,Indirect heat output, 4,Energy Efficiency Index, 114,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Bernhard Kaschütz GmbH , Eurotherm 6/E EV mit 1 Nachheizkasten ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 skantherm GmbH & Co. KG , beo 6 kW (raumluftunabhängig) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 skantherm GmbH & Co. KG , emotion s (raumluftunabhängig) ,Direct heat output, 4,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , DIAMANT H13 ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , DIAMANT H10 (Ø180) ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 LEDA Werk GmbH & Co. KG , DIAMANT H10 (Ø145) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 N - A (ab 07.2012) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 N - A1 (ab 07.2012) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1V 51 N - A (ab 07.2012) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1V 51 N - A1 (ab 07.2012) ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1V 51 - A (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 - A1 (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1V 51 - A1 (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
﻿ Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 - A (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 X - A (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1Vh 51 X - A1 (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Mini R1V 51 X - A1 (ab 07.2012) ,Direct heat output, 5,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Speedy Ph 4S (Bauart A; ab 07.2010) ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Sino L ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 103,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Oranier Heiztechnik GmbH , Stella Eck 6 ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Oranier Heiztechnik GmbH , Stella Eck I ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 107,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 PARKRAY CONSORT , CONSORT 5 SLIMLINE ,Direct heat output," 5,6",Indirect heat output, -,Energy Efficiency Index, 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PARKRAY CONSORT , CONSORT 7 ,Direct heat output," 5,6",Indirect heat output, -,Energy Efficiency Index, 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 HERALD , HERALD 6 ,Direct heat output," 5,4",Indirect heat output, -,Energy Efficiency Index, 76,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 ECO IDEAL , ECO IDEAL 1 ,Direct heat output," 4,7",Indirect heat output, -,Energy Efficiency Index, 77,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Heta A/S , Scan-Line 850 ,Direct heat output, 6,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 BLIST d.o.o. , Diplomat ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 BLIST d.o.o. , Konzul lm ,Direct heat output, 7,Indirect heat output, -,Energy Efficiency Index, 94,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 BLIST d.o.o. , Diplomat lux ,Direct heat output, 10,Indirect heat output, -,Energy Efficiency Index, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 PARKRAY CONSORT , CONSORT 4 ,Direct heat output," 4,7",Indirect heat output, -,Energy Efficiency Index, 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 BLIST d.o.o. , Blist B2 ,Direct heat output, 9,Indirect heat output, -,Energy Efficiency Index, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-Yellow.png
 Spartherm Feuerungstechnik GmbH , Varia 2R 12 kW - N - A ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2RRh 12 kW - N - A1 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Lh 12 kW - N - A ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L 12 kW - N - A1 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Lh 12 kW - N - A1 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2R 12 kW - N - A1 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2RRh 12 kW - N - A ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2L 12 kW - N - A ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Rh 12 kW - N - A ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia 2Rh 12 kW - N - A1 ,Direct heat output, 12,Indirect heat output, -,Energy Efficiency Index, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-MediumGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Sh (Bauart A; ab 09/2011) ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
 Spartherm Feuerungstechnik GmbH , Varia Sh (Bauart A1; ab 09/2011) ,Direct heat output, 11,Indirect heat output, -,Energy Efficiency Index, 106,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-LightGreen.png
