Type,Title,eclrow,Content,eclrow2,eclrow3,eclrow5,eclrow6,eclrow7,eclrow8,eclrow9,eclrow10,Image
 ISA S.P.A , CELL-LUCE_NVRL_IUgjiFG ,Annual energy consumption, 900, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_5OFtl5p ,Annual energy consumption, 1 553, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_0176Qgj ,Annual energy consumption, 1 247, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ZIJvZWB ,Annual energy consumption, 1 247, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ic9EGBT ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_npEIY1J ,Annual energy consumption, 1 415, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_YrMVGWr ,Annual energy consumption, 820, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_cFgghJC ,Annual energy consumption, 1 530, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_P4QPNHt ,Annual energy consumption, 1 168, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_QwagQ1b ,Annual energy consumption, 1 612, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_WgGLT3m ,Annual energy consumption, 1 493, kWh/annum ,Volume (Chilled), 694, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_DSwLNzV ,Annual energy consumption, 1 118, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_DWeyxWA ,Annual energy consumption, 1 286, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_QEXMoPd ,Annual energy consumption, 1 391, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_A2rtJl0 ,Annual energy consumption, 1 210, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_1sRtWXN ,Annual energy consumption, 806, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_5rphZy6 ,Annual energy consumption, 1 062, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_o2gJ872 ,Annual energy consumption, 1 126, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_O2LeNPo ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_4PnbTWD ,Annual energy consumption, 1 058, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_L4eEurG ,Annual energy consumption, 820, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_3fixckc ,Annual energy consumption, 1 025, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_rtzzv6s ,Annual energy consumption, 1 230, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_00LaXMS ,Annual energy consumption, 887, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_uCDvTDf ,Annual energy consumption, 887, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_benbvDX ,Annual energy consumption, 1 230, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_1sRtWXN ,Annual energy consumption, 887, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_lb-6QNG ,Annual energy consumption, 934, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_NFnMelB ,Annual energy consumption, 934, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_o2gJ872 ,Annual energy consumption, 1 238, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_IUgjiFG ,Annual energy consumption, 990, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ZKv9jTI ,Annual energy consumption, 932, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_Gc-ib1Q ,Annual energy consumption, 1 583, kWh/annum ,Volume (Chilled), 818, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_2LPtzpP ,Annual energy consumption, 1 391, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_YrMVGWr ,Annual energy consumption, 746, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_nyxWyHa ,Annual energy consumption, 932, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_oCRwV2q ,Annual energy consumption, 1 118, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_goBcp39 ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_kPXjGaf ,Annual energy consumption, 1 274, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_OiePeOR ,Annual energy consumption, 1 465, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ViaQG7N ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_o6OU8yF ,Annual energy consumption, 1 643, kWh/annum ,Volume (Chilled), 718, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_WgGLT3m ,Annual energy consumption, 1 643, kWh/annum ,Volume (Chilled), 694, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_jT1OaHq ,Annual energy consumption, 1 133, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_ZKv9jTI ,Annual energy consumption, 1 025, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_2LPtzpP ,Annual energy consumption, 1 530, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_FsG6bpH ,Annual energy consumption, 1 025, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_3lcH2X5 ,Annual energy consumption, 1 109, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_oCRwV2q ,Annual energy consumption, 1 230, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_xiaZt2M ,Annual energy consumption, 1 331, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_q5GBKzu ,Annual energy consumption, 887, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_O91j02F ,Annual energy consumption, 1 530, kWh/annum ,Volume (Chilled), 549, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_F-n6-Eg ,Annual energy consumption, 1 109, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_tmF0Xp- ,Annual energy consumption, 934, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_5rphZy6 ,Annual energy consumption, 1 168, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_kPXjGaf ,Annual energy consumption, 1 402, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_DSC4elg ,Annual energy consumption, 1 643, kWh/annum ,Volume (Chilled), 611, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_DSC4elg ,Annual energy consumption, 1 493, kWh/annum ,Volume (Chilled), 611, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_npEIY1J ,Annual energy consumption, 1 286, kWh/annum ,Volume (Chilled), 483, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_ziJznYI ,Annual energy consumption, 1 286, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_rtzzv6s ,Annual energy consumption, 1 118, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_00LaXMS ,Annual energy consumption, 806, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_uCDvTDf ,Annual energy consumption, 806, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_WAs24W8 ,Annual energy consumption, 1 008, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_FsG6bpH ,Annual energy consumption, 932, kWh/annum ,Volume (Chilled), 232, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_bG8cVoO ,Annual energy consumption, 1 286, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_F-n6-Eg ,Annual energy consumption, 1 008, kWh/annum ,Volume (Chilled), 311, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_NFnMelB ,Annual energy consumption, 849, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_do0NeEq ,Annual energy consumption, 1 351, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_B7LfpwR ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_rS-iyMf ,Annual energy consumption, 1 058, kWh/annum ,Volume (Chilled), 147, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_C4CvMQJ ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 110, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_yJPXGqo ,Annual energy consumption, 998, kWh/annum ,Volume (Chilled), 125, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_DSwLNzV ,Annual energy consumption, 1 230, kWh/annum ,Volume (Chilled), 355, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_ziJznYI ,Annual energy consumption, 1 415, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_f2lCyxt ,Annual energy consumption, 1 331, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_nyxWyHa ,Annual energy consumption, 1 025, kWh/annum ,Volume (Chilled), 273, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_btelFuA ,Annual energy consumption, 1 109, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_bG8cVoO ,Annual energy consumption, 1 415, kWh/annum ,Volume (Chilled), 568, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_A2rtJl0 ,Annual energy consumption, 1 331, kWh/annum ,Volume (Chilled), 475, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_ZLjo0BG ,Annual energy consumption, 1 168, kWh/annum ,Volume (Chilled), 264, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_goBcp39 ,Annual energy consumption, 1 402, kWh/annum ,Volume (Chilled), 417, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVIL_5OFtl5p ,Annual energy consumption, 1 709, kWh/annum ,Volume (Chilled), 647, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_o6OU8yF ,Annual energy consumption, 1 493, kWh/annum ,Volume (Chilled), 718, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_FfofdgF ,Annual energy consumption, 746, kWh/annum ,Volume (Chilled), 129, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 ISA S.P.A , CELL-LUCE_NVRL_f2lCyxt ,Annual energy consumption, 1 210, kWh/annum ,Volume (Chilled), 403, Liters ,Volume (Frozen), 0,Climate class, 4 (30ºC - 55%),https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
