Type,Title,eclrow,eclrow1,eclrow2,Content,eclrow4,Image,eclrow5,eclrow7,eclrow8
 Vents , 100 Z star T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 117, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 89, m3/h 
 Vents , 120 D T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 116, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 174, m3/h 
 Vents , 120 D turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 137, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 220, m3/h 
 Vents , 120 Simple Q1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 77, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 162, m3/h 
 Vents , 120 Simple T turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 130, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 219, m3/h 
 Vents , 120 Simple V turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 137, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 219, m3/h 
 Vents , 125 Ace VT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 134, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 160, m3/h 
 Vents , 125 Base T Q ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 65, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 147, m3/h 
 Vents , 125 Base V Q1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 75, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 167, m3/h 
 Vents , 125 D 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 121, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 D V ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 111, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 D V turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 133, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 226, m3/h 
 Vents , 125 D VT turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 126, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 226, m3/h 
 Vents , 125 D1 T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 106, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 D1 VT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 106, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 D3 Q ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 78, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 148, m3/h 
 Vents , 125 D3T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 95, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 190, m3/h 
 Vents , 125 D3T Q ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 74, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 148, m3/h 
 Vents , 125 Domino turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 209, m3/h 
 Vents , 125 F ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 125 F 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 F1 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 169, m3/h 
 Vents , 125 K 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 161, m3/h 
 Vents , 125 LD Auto turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 232, m3/h 
 Vents , 125 LD Light ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 167, m3/h 
 Vents , 125 LD Light T turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 86, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 209, m3/h 
 Vents , 125 LD Q ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 108, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 108, m3/h 
 Vents , 125 LD turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 144, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 209, m3/h 
 Vents , 125 LD V 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 135, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 149, m3/h 
 Vents , 125 M 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 121, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 M press ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 147, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 188, m3/h 
 Vents , 125 M T 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 115, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 M VT 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 115, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 M VT press ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 139, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 188, m3/h 
 Vents , 125 M1 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 M3 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 125 M3T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 64, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 125 M3T 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 72, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 M3T turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 71, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 232, m3/h 
 Vents , 125 MF T L ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 134, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 160, m3/h 
 Vents , 125 MF T1 L ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 134, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 160, m3/h 
 Vents , 125 MF V ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 141, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 160, m3/h 
 Vents , 125 MF V L ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 141, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 160, m3/h 
 Vents , 125 Modern ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 167, m3/h 
 Vents , 125 Modern Auto ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 125 Modern Auto T 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 99, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 Modern turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 209, m3/h 
 Vents , 125 PF turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 131, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 230, m3/h 
 Vents , 125 PF1 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 169, m3/h 
 Vents , 125 PF1 turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 232, m3/h 
 Vents , 125 PF1T  ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 63, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 190, m3/h 
 Vents , 125 PF1T 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 71, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 169, m3/h 
 Vents , 125 PF1T press ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 94, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 190, m3/h 
 Vents , 125 S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 111, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 S V turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 133, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 226, m3/h 
 Vents , 125 S VT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 106, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 S1 V 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 121, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 165, m3/h 
 Vents , 125 SILENTA-S ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 148, m3/h 
 Vents , 125 SILENTA-ST ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 47, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 148, m3/h 
 Vents , 125 Simple T turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 126, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 226, m3/h 
 Vents , 125 Simple V ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 111, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 Simple VT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 106, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 180, m3/h 
 Vents , 125 Solid V ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 145, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 155, m3/h 
 Vents , 125 VKO1T press ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 92, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 194, m3/h 
 Vents , 125 Wave ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 145, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 155, m3/h 
 Vents , 125 Wave T ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 138, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 155, m3/h 
 Vents , 125 Wave T1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 138, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 155, m3/h 
 Vents , 125 X ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 164, m3/h 
 Vents , 125 X star turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 206, m3/h 
 Vents , 125 X1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 185, m3/h 
 Vents , 125 XT ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 73, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 164, m3/h 
 Vents , 150 D ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 103, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 292, m3/h 
 Vents , 150 D T 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 110, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 260, m3/h 
 Vents , 150 D V 12 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 116, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 260, m3/h 
 Vents , 150 D V turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 110, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 341, m3/h 
 Vents , 150 D1 ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 103, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 292, m3/h 
 Vents , 150 K ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 292, m3/h 
 Vents , 150 K turbo ,Typology, Bidirectional Ventilation Unit,Annual Electricity Consumption, 100, kWh electricity/annum ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-DarkOrange.png,Maximum flow rate, 341, m3/h 
