Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 DAYA , DSGC-6060E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,77", -, -, -
 ILVE  , PW1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PW120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PW120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PDW120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDW120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PSW1207DE3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120FE3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120FDE3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PW1207VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW120FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW120SDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN120FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PSW1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW1207VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSN120FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSN120SDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PN120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PDW120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PW120FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN1207DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PSW120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PW1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PW120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PDW1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PSW1207E3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN1207DE3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PN120SVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PDW1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN1207E3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PSN1207E3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PN1207VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN120SDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PSW120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSW120SDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"﻿Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 ILVE  , PSN1207VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSN120SVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PW120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PW120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PW120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PN120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 ILVE  , PDW120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDW120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDW120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN120FIDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PSN120FDE3W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PW120SVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN120FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PSW120SE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW120FIE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN1207DE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120FE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSN120FDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,78", -, -
 ILVE  , PSW1207DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSW120FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , PSW120SVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PSN1207DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,75"," 2,3"," 6,3"," 8,29"
 ILVE  , MT120SDE3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,86", -, -
 Zanussi , ZOB35471XK 949496716 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,8", -, -
 TELEFAC , TFF9060XGP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png," 2,72", -, -, -
 WHIRLPOOL , W7 OM4 4S1 H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Samsung , NV75N7647RS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Neff , B1ACC2AN0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 ILVE  , PW906VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN90FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN90FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PDW906VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDN906VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDW90VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDW90FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PN60VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PN70DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PN90VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PN90PDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW90FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW90FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PDN90VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDN90PDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,72", -, -
 ILVE  , PDN90FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PN906VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW90PDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PDN906DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDW90PDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PW70DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , MT70DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PW906DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PDN90FVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PW70VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , M70DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PN906DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PW90VG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,88"," 2,57"," 6,76"," 9,26"
 ILVE  , PDW906DVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 ILVE  , PDW90FDVG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,6"," 1,95"," 5,75"," 7,02"
 JUNO , JBD167D9 944182183 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68", -, -
 WHIRLPOOL , W7 OM4 4S1 P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Samsung , NV75N5641RB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Progress , PBD46101X 944182182 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68", -, -
 ELEKTRABREGENZ , MB 73080 B 7757882952 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,81", -, -
 PHILCO , POB 6010 X  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,85", -, -
 PHILCO , POB 6010 B  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,85", -, -
 ILVE  , LBI09WMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,9", -, -
 ILVE  , LD10CNMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 ILVE  , LD10CWMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 ILVE  , LD10FNMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 ELEKTRABREGENZ , MB 72080 X 7736484334 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,81", -, -
 ILVE  , LD106WMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 ILVE  , LD106NMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 HOTPOINT/ARISTON , FIT 804 H OW HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 ILVE  , LBI09NMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,9", -, -
 ILVE  , LD10FWMP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,85"," 0,77", -, -
 Samsung , NV75N5672RM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV75N5672RS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Electrolux , EZC2510ACX 944064871 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,64", -, -
 Samsung , NV75N7678RS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV75N5671BS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Cylinda , IBU 96/1 Vit ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Cylinda , IBU 98/1 P Vit ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Cylinda , IBU 94 P RFS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 Beko , BXIM29400Z 7768386710 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,88"," 0,69", -, -
 Beko , BXIE22300S 7756886368 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,79", -, -
 Neff , B1ACC2HN0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Pitsos , PH20M40W0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Pitsos , PH20M40X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Electrolux , EZB1110AAX 944064868 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83"," 0,73", -, -
 Cylinda , IBU 92 RFS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 Siemens , HB513ABR00 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Pitsos , PHA005020 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 Bosch , HKR390020 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Pitsos , PHNA39250 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Pitsos , PHA009020 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 GRUNDIG , GEZM 47001 BP 7754789001 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,17"," 0,84", -, -
 Siemens , HB537A2S0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Pitsos , PH20M42X0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Beko , FSE62110DW 7785886715 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,79", -, -
 Electrolux , EZB1110AAK 944064869 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,83"," 0,73", -, -
 Cylinda , IBU 91 RFS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 COOKERS - TRIOMPH , TEV506DFX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,69", -, -
 Beko , BXIE32300XP 7729486378 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,17"," 0,85", -, -
 Beko , BXVM35400X 7729486377 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,17"," 0,84", -, -
 Siemens , HB514AER0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 Bosch , HBA374EB0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Pitsos , PHN039150 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 Pitsos , PHC009150 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 TRIOMPH , TEM506DFB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,69", -, -
 TRIOMPH , TEM506DFX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,69", -, -
 Beko , FSS52010DW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Montpellier Domestic Appliances , MDF100S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,83", -, -
 Cylinda , IBU 91 V ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Cylinda , IBU 92 V ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 Electrolux , FQ203BEV 949497007 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Electrolux , EOB5740BAX 949497008 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Electrolux , FQP93XE 949498017 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 Electrolux , FQP95XEV 949499609 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 SMEG , SFP6402TVX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68"," 3,92"," 2,45"
 Electrolux , EOC6611AOX 949494552 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 AEG , BSE571222M 949494255 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,93"," 0,69", -, -
 ELBA , MM 626 X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,94"," 0,85", -, -
 SMEG , SFP6401TVX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,8"," 3,92"," 2,88"
 Electrolux , FQ73NEV 949496127 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
 Electrolux , ROB2211AOX 949496116 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,81", -, -
