Brand,Model,Imagen,Consumo_energético_por_ciclo_Modo_convencional__kWh_ciclo,Consumo_energético_por_ciclo_Modocirculacion_forzada__kWh_ciclo,Consumo_energético_por_ciclo_Modo_convencional_GAS__MJ_ciclo,Consumo_energético_por_ciclo_Modo_circulación_forzada_GAS__MJ_ciclo
 BRANDT , BOP2001B-1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,68"," 0,76", -, -
 Samsung , NV7B41205AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 SMEG , SFPRA9606TPNR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,74"," 1,29"," 2,66"," 4,64"
 BRANDT , BFP2521X-1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,68"," 0,76", -, -
 Samsung , NV7B4140VAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4145VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VAW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 SMEG , SOP6301TX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,09"," 0,68"," 3,92"," 2,45"
 Samsung , NV7B44205AB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5660XAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4045VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 BRANDT , BFP2521B-1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,68"," 0,76", -, -
 SMEG , SOP69TN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,8"," 3,92"," 2,88"
 SMEG , SOP6900TN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,8"," 3,92"," 2,88"
 ORIMA , OR65DHAX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,79", -, -
 ORIMA , OR65MX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,87"," 0,79", -, -
 ORIMA , OR75THAB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,93"," 0,83", -, -
 Wolf , ICBCSO2450TE/S/T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png, -," 0,54", -, -
 GORENJE , BOS67371SYB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BOS67371SYW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 ELBA , EX 664 IM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,95"," 0,76", -, -
 Wolf , ICBCSO3050TE/S/T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, -," 0,71", -, -
 Candy , FCI602X/2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,67", -, -
 GORENJE , BOS6747A11BGX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 GORENJE , GOP73BG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 Candy , FCM996NRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Candy , FIDC X696 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,8", -, -
 Candy , FIDC X676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,78", -, -
 GORENJE , BO6735E03X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 Samsung , NV7B6785KAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B6685BAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4025ZAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B6665IAE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B40502AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 HISENSE , BSA66334PXUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 HISENSE , BSA66334PGUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 INDESIT , IS67G5PHX/UK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,9"," 0,81", -, -
 Candy , FIDCP N625 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Hoover , HOC5M0978INWF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Candy , FCI7D405IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Candy , FCI7D405X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Candy , FIDCP X696 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,8", -, -
 Candy , FCI9D405IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Candy , FCI9D405X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Candy , FCI9D405X/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,76", -, -, -
 Samsung , NV7B4020ZAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4020ZAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Neff , B48FT68G1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,69", -, -
 Bosch , HBG8764C1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,69", -, -
 Neff , B48FT78N2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,69", -, -
 Siemens , HB876G2B0 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,87"," 0,69", -, -
 Bosch , HRG8769C1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,9"," 0,74", -, -
 Candy , FIDC N615/1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Hoover , HOC5S747INWIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Candy , FCM925NRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Candy , FIDCP X625 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Candy , FIDCP N615 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Rosieres , RFC3O5879INP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Candy , FIDCP X200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 Candy , FIDC B676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,78", -, -
 WHIRLPOOL , WOIN5 8IP1S PT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 Samsung , NV7B4345VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B44205AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B44207AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B40304CS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4445VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4525ZAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B6675CCK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4525ZAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4425ZAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B42304CK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B40205CS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B41304CB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5670WCK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4245VAW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4425ZAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5765RAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4030YCK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VBB/U5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 De'Longhi , NSM 7BL PPP BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 De'Longhi , MEM 965 NX IND BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,87", -, -
 De'Longhi , NSM 7 NL RF BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 WHIRLPOOL , WOIN4 8IP1S BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 WHIRLPOOL , WOIN5 8FH0 PT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 WHIRLPOOL , WOIN5 8FC0 PT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,91"," 0,82", -, -
 Candy , FCM955NRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 WHIRLPOOL , AKZ9 6490 NB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 SAUTER , SOP9583X-1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,7"," 1,1", -, -
 Candy , FCM825NRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Candy , FCM825XRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Candy , FCM825NR ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 DAEWOO , F5EH01WL1DE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,73", -, -, -
 Candy , FCM896NRL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 De'Longhi , PRO 96 IMX L-BE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,38"," 1,01", -, -
 Rosieres , RFC3O5879PIN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Samsung , NV7B4245VAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5645TAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5660FAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VBK/U5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4325ZAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4325ZAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VBS/U5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4240VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5660RAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4225ZAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5645TAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4545VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4140VBB/U5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4040VBW/U5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B40403CK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 SMEG , SO6301TX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,15"," 0,68"," 4,14"," 2,45"
 WHIRLPOOL , WOIN5 8IP0 PT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 WHIRLPOOL , WOIN5 8IC0 PT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,9"," 0,69", -, -
 Inventum , VFI6042RVS/05 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 De'Longhi , DLC 965 TX.2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,12"," 0,8", -, -
 INDESIT , IOAN1 3CN0 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,81", -, -, -
 Inventum , VFI6042ZWA/04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 INDESIT , IOAN1 5GC0 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,79", -, -
 INDESIT , IOAN1 5GP0 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,79", -, -
 INVENTUM , VFI6042WIT/02 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 INVENTUM , VFI5042RVS/04 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,78", -, -
 Bosch , HLS59D352 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,79", -, -
 MPM , MPM-93-KGM-32 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png, 1," 0,91", -, -
 INDESIT , IOAN1 5GN0 IX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,99"," 0,81", -, -
 Hoover , HOC5S0978INPWF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Hoover , HOC5S0478INWF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 Candy , FIDC X615 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Candy , FIDC N265 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 Samsung , NV7B41403AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B41403AS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B41207AB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 GORENJE , BOS6737E02B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 GORENJE , BOS6737E02X ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,82", -, -
 VOX Electronics , SET2111401 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,78", -, -
 INDESIT , IS67MF5KCS/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,9"," 0,81", -, -
 Candy , FIDC X605/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,67", -, -
 Candy , FIDC N665 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,67", -, -
 Candy , FIDC X200/S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,8", -, -, -
 De'Longhi , PRO 96 MR ED NC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,87", -, -
 De'Longhi , PRO 96 MX ED NC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,09"," 0,87", -, -
 Hoover , HOC3358IN WIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Hoover , HOC3158IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Candy , FIDC N602 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,67", -, -
 Candy , FIDC N625 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Rosieres , RFC303379PNI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Hoover , HOC3358IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,92"," 0,68", -, -
 Rosieres , RFC3O5879PNI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Hoover , HO7DC3078IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,72", -, -, -
 Candy , FIDC X886 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Hoover , HO9DC3078IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,72", -, -, -
 Hoover , HOC3858IN ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,96"," 0,8", -, -
 Samsung , NV7B44251AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B44207AS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B42251AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B43251AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B4440VAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B44257AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B45251AK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5745PAK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 Samsung , NV7B5745PAS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,05"," 0,71", -, -
 HISENSE , BI64221PB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,97"," 0,71", -, -
 Hoover , HOC5S587INWIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 1,1"," 0,8", -, -
 Pitsos , PH31S81A6 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,97"," 0,81", -, -
 HOTPOINT/ARISTON , FA2 548 P IX HA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,89"," 0,79", -, -
 Hoover , HOC5S047INWIFI ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 WHIRLPOOL , AKZMS 8680 BL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,91"," 0,7", -, -
 Candy , FIDC X625 L ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,98"," 0,68", -, -
 Hoover , HOC5M0478INWF ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 1,1"," 0,68", -, -
 De'Longhi , PLM 7 XLA 2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,86"," 0,82", -, -
 Candy , FCID X676 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png," 0,98"," 0,78", -, -
 SAUTER , SFP6626LB-1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png," 0,7"," 1,1", -, -
