Type,Title,eclrow5,Content6,Image
 Bosch , WAN2010FPL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN2010KPL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN20007PL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWA 81495 W EU ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Candy , CSS69TWMCBE/1-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Candy , CSS 69TWMCE/1-80 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW90T4046EE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Siemens , WG42G009FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 LG Electronics , F2WV3058S3W ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Bosch , WGG04419FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 LG Electronics , F2WV3058S6W ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Bosch , WGG04209FR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Siemens , WG44G00XFR ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Bosch , WAN28223 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN281KA3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN282A3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM14N297 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN28096NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN28093 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM16XM75NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAX32M90NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN282H3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFB 7459 BCV CS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN282ECO4 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM14N2G3 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAX32K90NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAX32M70NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 HOTPOINT/ARISTON , RSSG R527 B IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Bosch , WAN28123 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Siemens , WM14N223 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 IGNIS , FLM18K1000 LED ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VLT612E2 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VT602B2 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VLT6112AT -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 BRANDT , LTB62000 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VLT1255W2 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VT16022 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VT15022 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , LTV6011 -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 65,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 VEDETTE , VLT1155W -02 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 nevir , NVR-4721 6K 1000 B  ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Nevir , NVR-4730 7K 1400 B ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 78,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Haier , HW100-B14979S8U1 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Candy , RO14116DWMCT-S ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Candy , RO16106DWMCT/1-S ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 HISENSE , WFVB7012EM ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 68,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 HOTPOINT/ARISTON , NF825WK IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Samsung , WW11BB744CGE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744CGW ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744DGW ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744CGB ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744DGE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB904AGE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744AGE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744AGW ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Samsung , WW11BB744DGB ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 HISENSE , WFQA7012EVJM ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 INDESIT , MTWE 81295 W SPT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , TDLR 55130S CS/N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 62,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GORENJE , WNEI74SAPS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 44,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 HOTPOINT/ARISTON , NFR527W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , WSB 622 S IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 73,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 INDESIT , MTWE 91295 W SPT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 OCEAN , WFO 1071 WL FP 4 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Siemens , WM14URH1NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Siemens , WM14URH7NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Siemens , WM14URH0NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 OCEAN , WFOI 12104 WT Q FP 7 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Siemens , WM14URH9NL ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 Bosch , WAU28PS0SN ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 INDESIT , MTWC 91495 W UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KOENIC , KWM 9152 B INV ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KOENIC , KWM 7152-7 B INV ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWC 91295 W UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 HOTPOINT/ARISTON , NF725WK IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWE 91285 W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFB 7259 WV SP ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , BWE 71285X W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , TDLR 6240L SP/N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 WHIRLPOOL , TDLR 6240S SP/N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 LG Electronics , F4WV711S2EA ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 48,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 LG Eelectronics , F71P12IX ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LG Electronics , F11WM17TS2B ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LG Electronics , F4WV7090 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 LG Electronics , F4WV40X5 ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 53,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 LG Electronics , F4WV3509S3W ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 HOTPOINT , NM11 965 GC A UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 HOTPOINT , NM11 965 WC A UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 HOTPOINT , NSWR 965C WK UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFB 7258 SV IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWE 91495 W UK N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 hanseatic , HTW712D ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 69,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 MORRIS , WIW-81431PGS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 PRIVILEG , PWF X 873 A ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 47,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png
 WHIRLPOOL , FFS 7458 B CS ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 WHIRLPOOL , FFBSL 9458 WSBSV EE ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWA 91285 W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 57,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , MTWA 81285 W IT ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 INDESIT , BWA 71295X W EE N ,"Weighted energy consumption [per 100 cycles, eco 40-60 programme]", 52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
