,Type,Brand,Model,Type_consumption,Consumption,Label,Other
6192,Oven, LAGERMANIA 1882 , MG106VA6L4DF1 ,kWh/ciclo,0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,75
6193,Oven, BERTAZZONI , SV0JJVA1XE.49 ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6194,Oven, BERTAZZONI , SV0JJVM1NE.49 ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6195,Oven, BERTAZZONI , AH0QJKUARE.NK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6196,Oven, BERTAZZONI , AHS0JKUAW7DNK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6197,Oven, BLG , MHF06WK6X8DGZ ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6198,Oven, BLG , MHF06EM6N8DDK ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6199,Oven, LA GERMANIA , MP424BS6W4402 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,62
6200,Oven, LA GERMANIA , M6404TS6W4402 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,62
6201,Oven, LAGERMANIA 1882 , MHF06EA6D4D03 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6202,Oven, LAGERMANIA 1882 , M6044TA5WE.03 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,62
6203,Oven, LAGERMANIA 1882 , M1405TH6X4D03 ,kWh/ciclo,0.75,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6204,Oven, LAGERMANIA 1882 , MG106TA6D4D03 ,kWh/ciclo,0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,75
6205,Oven, LAGERMANIA 1882 , MG10EBB6W4A03 ,kWh/ciclo,1.79,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,73
6206,Oven, LAGERMANIA 1882 , RVH0JEA1N4D03 ,kWh/ciclo,0.93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,85
6207,Oven, LAGERMANIA 1882 , MG106TA6X4D03 ,kWh/ciclo,0.86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,75
6208,Oven, BLG , M6805TA6W4D02 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6209,Oven, BLG , M6805TA6X4D02 ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6210,Oven, BERTAZZONI , AJKKJEVAD4D00 ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6211,Oven, BERTAZZONI , AH0QJKUAXE.NK ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6212,Oven, BERTAZZONI , AAP0JGAAD0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6213,Oven, BERTAZZONI , AHS0JWUAN4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6214,Oven, BERTAZZONI , AHS0JWUAX4DKB ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
6215,Oven, BERTAZZONI , AX0JJKUAWE.00 ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6216,Oven, BERTAZZONI , AXK0JKUAR4DF0 ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6217,Oven, BERTAZZONI , AXK0JKUAS4DF0 ,kWh/ciclo,0.99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,86
6218,Oven, BLG , MH0Q6WA5NE.NG ,kWh/ciclo,0.84,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,56
6219,Oven, BERTAZZONI , AAP0JXUAL0DIZ ,kWh/ciclo,0.8,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,58
