,Type,Brand,Model,Type_consumption,Label,Other,Consumption
2177,Water heaters, METRO THERM , METROAIR AQUA 301 8255261609 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
2220,Water heaters, Itho Daalderop , 03-00355 WPU 45C-5G + 03-00456 WPV 150 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
2221,Water heaters, Itho Daalderop , 03-00355 WPU 45C-5G + 03-00455 WPV 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.4017434620174347
2222,Water heaters, Itho Daalderop ," 03-00414 W/W Warmtepomp 5G - 2,5 kW individuele bron + 03-00547 WPV 90 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.5988023952095809
2223,Water heaters, Itho Daalderop ," 03-00414 W/W Warmtepomp 5G - 2,5 kW individuele bron + 03-00548 WPV 150 2G ",Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1665144596651447
2271,Water heaters, Itho Daalderop , 03-00358 WPU 55C-5G + 03-00455 WPV 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.4266500622665006
2272,Water heaters, Itho Daalderop , 03-00358 WPU 55C-5G + 03-00456 WPV 150 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3016742770167429
2291,Water heaters, CLIMER , EH085 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.8465261258305308
2363,Water heaters, Bosch , 7736503524 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2364,Water heaters, Buderus , 7736503528 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2365,Water heaters, Buderus , 7735501468 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1287671232876713
2366,Water heaters, Buderus , 7735500589 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1287671232876713
2367,Water heaters, Buderus , 7736503526 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2368,Water heaters, Bosch , 7735500588 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1287671232876713
2369,Water heaters, Buderus , 7736503529 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2370,Water heaters, Bosch , 7736503525 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2371,Water heaters, Bosch , 7736503523 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2372,Water heaters, Bosch , 7735500581 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4538812785388129
2373,Water heaters, Bosch , 7735501467 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1287671232876713
2374,Water heaters, Bosch , 7736503522 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2375,Water heaters, Buderus , 7736503527 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2376,Water heaters, Buderus , 7735500583 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4538812785388129
2377,Water heaters, Bosch , 7735500582 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4538812785388129
2378,Water heaters, Buderus , 7735500584 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4538812785388129
2446,Water heaters, Flexit AS , Flexit EcoNordic WH4 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5805175038051749
2447,Water heaters, Buderus , 7738500924 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.497716894977169
2453,Water heaters, Toshiba Carrier Corporation , HWS-G2601ENXR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
2454,Water heaters, Toshiba Carrier Corporation , HWS-G1901ENXR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
2455,Water heaters, Toshiba Carrier Corporation , HWS-G1901CNRR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
2456,Water heaters, Toshiba Carrier Corporation , HWS-G2601CNRR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
2457,Water heaters, Toshiba Carrier Corporation , HWS-G1901CNXR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
2458,Water heaters, THERMOR , 286038 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2665362035225047
2459,Water heaters, Toshiba Carrier Corporation , HWS-G2601CNXR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
2540,Water heaters, ARISTON , LYDOS HYBRID WI-FI 100 3629065 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,1.069641538840128
2541,Water heaters, ARISTON , LYDOS HYBRID WI-FI 80 3629064 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,1.0056599130506112
2612,Water heaters, CLIMER , EH260TDH4 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.9141552511415523
2613,Water heaters, CLIMER , EH500TDS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XXL,2.129016189290162
2711,Water heaters, CLIMER , EH200S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4951076320939334
2717,Water heaters, EMMETI , EQ3018ES ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5744292237442923
2800,Water heaters, EMMETI , EQ2018 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2821917808219179
2801,Water heaters, Chaffoteaux , AQUANEXT PERFORMANCE 240 3069657 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7351598173515983
2802,Water heaters, Chaffoteaux , AQUANEXT PERFORMANCE 240 SYS 3069658 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7899543378995435
2803,Water heaters, ARISTON , NUOS PRIMO 240 HC 3069654 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7351598173515983
2804,Water heaters, ARISTON , NUOS PRIMO 240 SYS HC 3069655 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7899543378995435
2805,Water heaters, ARISTON , NUOS PRIMO FAMILY 240 HC 3080391 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.7351598173515983
2806,Water heaters, ARISTON , NUOS PRIMO 200 HC 3069653 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4277886497064578
2807,Water heaters, Chaffoteaux , AQUANEXT PERFORMANCE 200 3069656 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4277886497064578
3065,Water heaters, Toshiba Carrier Corporation , HWS-G2601CNMR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3066,Water heaters, Toshiba Carrier Corporation , HWS-G1901CNMR-E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3067,Water heaters, CLIMER , EH500TDB ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XXL,2.129016189290162
3068,Water heaters, Galmet , Small (09-240201) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4246575342465755
3074,Water heaters, ELÍZ , EURO 120 CA+ ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, M,0.9039455335903536
3090,Water heaters, GORENJE , TCM300ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1385083713850837
3091,Water heaters, GORENJE , TCM306ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1397260273972603
3094,Water heaters, ELÍZ , EURO 150 TCA+ ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
3106,Water heaters, Invest Living , VVP-200s ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0379647749510763
3130,Water heaters, Flexit AS , Flexit EcoNordic W4 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.5805175038051749
3131,Water heaters, GORENJE , TCM201ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9095890410958904
3132,Water heaters, GORENJE , TCM200ZG ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,0.9017612524461839
3136,Water heaters, NOVELAN , 15208101 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3137,Water heaters, Hoval , 5-CombiVal WPEF (300) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4051750380517505
3138,Water heaters, THERMITAL , 20143271 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
3139,Water heaters, NOVELAN , 15208301 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3140,Water heaters, THERMITAL , 20143272 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
3141,Water heaters, THERMITAL , 20143266 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7562956279222378
3142,Water heaters, ALPHA INNOTEC , 15208001 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3143,Water heaters, Hoval , 5-CombiVal WPER (300) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4051750380517505
3144,Water heaters, HAIER , HP250M3 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.4293542074363992
3145,Water heaters, THERMITAL , 20143268 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7530145189073908
3146,Water heaters, ALPHA INNOTEC , 15208201 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3147,Water heaters, Hoval , 5-CombiVal WPE (300) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.4051750380517505
3160,Water heaters, Mitsubishi Electric , QAHV-N560YA-HPB-BS ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XXL,2.0941469489414697
3167,Water heaters, Galmet , Basic 300 (09-356100) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, XL,1.8252663622526637
3190,Water heaters, VORTICE  , 45097 VORT WBHP 260 FENICE ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.610958904109589
3213,Water heaters, OLIMPIA SPLENDID , 01810 - Sherpa SHW 300S ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4058708414872798
3214,Water heaters, OLIMPIA SPLENDID , 01809 - Sherpa SHW 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.4778864970645793
3273,Water heaters, ELÍZ , EURO 150 CA+ ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png, L,1.9694716242661447
3290,Water heaters, Itho Daalderop , 03-00357 WPU 55I-5G + 03-00455 WPV 200 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XXL,1.3150684931506849
3291,Water heaters, Itho Daalderop , 03-00357 WPU 55I-5G + 03-00456 WPV 150 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.1433789954337898
3370,Water heaters, IMMERGAS , RAPAX 100 V2 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, M,0.7792633910261669
3409,Water heaters, METRO THERM , METROAIR AQUA 201 155191601 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3410,Water heaters, METRO THERM , METROAIR AQUA 301 S 155261602 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3411,Water heaters, METRO THERM , METROAIR AQUA 201 6255191604 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3412,Water heaters, METRO THERM , METROAIR AQUA 301 S 6255261603 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3413,Water heaters, METRO THERM , METROAIR AQUA 301 6255261604 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3576864535768647
3414,Water heaters, METRO THERM , METROAIR AQUA 201 S 6255191603 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.100587084148728
3420,Water heaters, KWB - Kraft und Wärme aus Biomasse GmbH , KWB EmpaAir 300 R ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
3421,Water heaters, GREE , GRS-S3.5PdG/NaA1-K+SXTD200LCJW/A-K ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2446183953033267
3422,Water heaters, STIEBEL ELTRON , SHP-A 300 Plus ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
3423,Water heaters, Haier , HP200S1 (TS200HE-S1 / UE1.0-S1) ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2587084148727983
3424,Water heaters, De Dietrich , 7632382 - TWH SPLIT WH 200 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.2806262230919765
3425,Water heaters, STIEBEL ELTRON , SHP-F 220 Premium ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.17573385518591
3426,Water heaters, Haier , HP200M1 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.3338551859099805
3427,Water heaters, KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaAir 220 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.0864970645792564
3428,Water heaters, Haier , HP250M3 ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.4293542074363992
3429,Water heaters, Oertli , 7680680 - OTWH SPLIT WH 150 E ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, L,1.1475538160469667
3430,Water heaters, STIEBEL ELTRON , SHP-F 300 X Premium ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.3211567732115677
3431,Water heaters, STIEBEL ELTRON , SHP-A 300 X Plus ,Consumo anual de electricidad,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-DarkGreen.png, XL,1.419786910197869
