,Type,Brand,Model,Type_consumption,Consumption,Label,Other
1399,Range hoods, Continental Edison , CEH6052FULLB1 ,Consumo anual de energía,40.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1400,Range hoods, Continental Edison , CEH6052BVB1 ,Consumo anual de energía,40.7,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1401,Range hoods, respekta , CH22010SBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1402,Range hoods, respekta , CH22010/90SBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1403,Range hoods, respekta , CH22010WBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1404,Range hoods, respekta , CH22010/90WBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1405,Range hoods, SMEG , KBT9L4VN ,Consumo anual de energía,58.4,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1406,Range hoods, ELICA , K05XXXI-034-001 ,Consumo anual de energía,46.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1407,Range hoods, ELICA , K05XXXI-033-001 ,Consumo anual de energía,46.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1408,Range hoods, INDESIT , ISLT 65 LS X ,Consumo anual de energía,34.5,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1409,Range hoods, ELICA , E127XXI-023-002 ,Consumo anual de energía,44.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1410,Range hoods, Electrolux , EFV628K 942051415 ,Consumo anual de energía,53.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1411,Range hoods, Electrolux , EFV625K 942051416 ,Consumo anual de energía,51.6,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1412,Range hoods, respekta , CH21060SBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1413,Range hoods, respekta , CH21060WBZ ,Consumo anual de energía,35.2,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1414,Range hoods, SMEG , KI52E3 ,Consumo anual de energía,58.9,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
1415,Range hoods, Haier , HAIH8IFMCF ,Consumo anual de energía,39.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1416,Range hoods, Haier , HAIH8IFMCE ,Consumo anual de energía,39.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png,
1417,Range hoods, ELICA , KP07XXI-001-001 ,Consumo anual de energía,48.0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-Yellow.png,
1418,Range hoods, Faber , 325.0653.095 P2186                                                                                                                                                                                       ,Consumo anual de energía,70.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1419,Range hoods, Faber , 325.0653.093 P2186                                                                                                                                                                                       ,Consumo anual de energía,70.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png,
1420,Range hoods, Faber , 325.0652.895 P1879                                                                                                                                                                                       ,Consumo anual de energía,60.3,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png,
